CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,AvgIncome,Measurement_Type,Measurement_Value
819616383,Existing Customer,40,F,3,Uneducated,Divorced,Less than $40K,Blue,35,4772.0,35.8817747823645,MonthsOnBookCategory,high
771069033,Existing Customer,56,M,1,Not specified,Not specified,$60K - $80K,Blue,43,10602.0,35.59700427960057,MonthsOnBookCategory,high
821241708,Attrited Customer,47,M,4,Not specified,Not specified,$80K - $120K,Blue,42,7953.0,36.074267100977195,MonthsOnBookCategory,high
716987358,Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15,8022.0,35.59700427960057,MonthsOnBookCategory,medium
710300733,Existing Customer,38,M,3,High School,Single,$120K +,Blue,27,34516.0,36.89133425034388,MonthsOnBookCategory,high
712497783,Existing Customer,56,F,2,Not specified,Married,Less than $40K,Blue,48,9092.0,35.8817747823645,MonthsOnBookCategory,high
709259958,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,44,5541.0,35.8817747823645,MonthsOnBookCategory,high
716296833,Existing Customer,56,M,0,Doctorate,Single,$80K - $120K,Blue,47,7204.0,36.074267100977195,MonthsOnBookCategory,high
715728108,Existing Customer,27,F,0,Graduate,Not specified,Less than $40K,Blue,36,4548.0,35.8817747823645,MonthsOnBookCategory,high
771507258,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,26,3860.0,35.8817747823645,MonthsOnBookCategory,high
713758758,Existing Customer,48,M,2,High School,Married,Less than $40K,Silver,36,14581.0,35.8817747823645,MonthsOnBookCategory,high
779809908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,34,3084.0,35.8817747823645,MonthsOnBookCategory,high
816310158,Existing Customer,49,M,4,Uneducated,Not specified,$60K - $80K,Blue,44,12375.0,35.59700427960057,MonthsOnBookCategory,high
780349833,Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,23,23981.0,35.8731843575419,MonthsOnBookCategory,medium
818235408,Existing Customer,30,M,0,College,Married,$60K - $80K,Blue,25,19534.0,35.59700427960057,MonthsOnBookCategory,high
709213458,Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,22993.0,36.074267100977195,MonthsOnBookCategory,high
719634408,Existing Customer,51,M,2,Not specified,Single,$120K +,Silver,31,34516.0,36.89133425034388,MonthsOnBookCategory,high
709934808,Existing Customer,59,M,1,Not specified,Single,$40K - $60K,Silver,51,15164.0,35.8731843575419,MonthsOnBookCategory,high
712238958,Existing Customer,45,M,4,Graduate,Married,Less than $40K,Blue,36,7231.0,35.8817747823645,MonthsOnBookCategory,high
711813258,Existing Customer,56,M,2,College,Single,$60K - $80K,Gold,43,34516.0,35.59700427960057,MonthsOnBookCategory,high
789983133,Existing Customer,31,M,2,Graduate,Not specified,$80K - $120K,Silver,22,34516.0,36.074267100977195,MonthsOnBookCategory,medium
792139308,Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,42,9215.0,35.8731843575419,MonthsOnBookCategory,high
718123608,Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,36,25438.0,36.074267100977195,MonthsOnBookCategory,high
715369008,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,3759.0,35.8817747823645,MonthsOnBookCategory,high
717556758,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,36,3029.0,35.8817747823645,MonthsOnBookCategory,high
718252533,Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,4203.0,35.8817747823645,MonthsOnBookCategory,medium
716340783,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,21526.0,36.074267100977195,MonthsOnBookCategory,high
717898758,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,45,12207.0,35.8817747823645,MonthsOnBookCategory,high
825743583,Existing Customer,39,F,2,Graduate,Single,Unknown,Silver,35,32089.0,35.75359712230216,MonthsOnBookCategory,high
717711108,Existing Customer,43,F,3,Not specified,Married,Less than $40K,Blue,27,3541.0,35.8817747823645,MonthsOnBookCategory,high
789791808,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,32,7139.0,35.8731843575419,MonthsOnBookCategory,high
807971658,Existing Customer,47,F,3,Not specified,Married,Less than $40K,Blue,42,3669.0,35.8817747823645,MonthsOnBookCategory,high
770220558,Attrited Customer,57,M,3,Not specified,Single,$60K - $80K,Blue,51,5859.0,35.59700427960057,MonthsOnBookCategory,high
818239983,Existing Customer,53,M,2,Not specified,Divorced,$80K - $120K,Blue,48,15594.0,36.074267100977195,MonthsOnBookCategory,high
712544358,Existing Customer,48,M,3,Graduate,Married,$120K +,Gold,36,34516.0,36.89133425034388,MonthsOnBookCategory,high
720306408,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,41,6704.0,35.8817747823645,MonthsOnBookCategory,high
721488858,Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Silver,38,32417.0,35.59700427960057,MonthsOnBookCategory,high
710771433,Existing Customer,48,M,1,Graduate,Single,$80K - $120K,Blue,36,2754.0,36.074267100977195,MonthsOnBookCategory,high
708662583,Attrited Customer,41,M,3,Not specified,Married,$60K - $80K,Silver,29,27945.0,35.59700427960057,MonthsOnBookCategory,high
717663033,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,35,34516.0,36.89133425034388,MonthsOnBookCategory,high
721524858,Existing Customer,51,F,2,Not specified,Married,Less than $40K,Blue,37,7098.0,35.8817747823645,MonthsOnBookCategory,high
788778033,Existing Customer,39,F,2,College,Single,Less than $40K,Silver,20,12338.0,35.8817747823645,MonthsOnBookCategory,medium
708649683,Existing Customer,51,M,2,High School,Single,$60K - $80K,Blue,42,16703.0,35.59700427960057,MonthsOnBookCategory,high
708770883,Existing Customer,43,M,2,Uneducated,Married,$80K - $120K,Blue,24,16667.0,36.074267100977195,MonthsOnBookCategory,medium
708152358,Attrited Customer,54,M,1,Post-Graduate,Not specified,$80K - $120K,Blue,36,18512.0,36.074267100977195,MonthsOnBookCategory,high
719210133,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,35,14131.0,35.59700427960057,MonthsOnBookCategory,high
714690633,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,36,3276.0,35.8817747823645,MonthsOnBookCategory,high
719719158,Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,36,34516.0,36.074267100977195,MonthsOnBookCategory,high
712690458,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,28,3629.0,35.8817747823645,MonthsOnBookCategory,high
718758783,Existing Customer,44,F,4,Not specified,Single,Less than $40K,Silver,36,13067.0,35.8817747823645,MonthsOnBookCategory,high
716947083,Existing Customer,32,M,3,High School,Single,$40K - $60K,Blue,36,3845.0,35.8731843575419,MonthsOnBookCategory,high
709075533,Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,32,12094.0,36.074267100977195,MonthsOnBookCategory,high
712952283,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,35,34516.0,36.89133425034388,MonthsOnBookCategory,high
718799958,Existing Customer,60,F,1,Graduate,Married,Unknown,Blue,52,13312.0,35.75359712230216,MonthsOnBookCategory,high
718663983,Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,36,3466.0,35.8817747823645,MonthsOnBookCategory,high
789550458,Existing Customer,59,M,0,High School,Single,$40K - $60K,Silver,52,15223.0,35.8731843575419,MonthsOnBookCategory,high
708226833,Existing Customer,53,M,1,High School,Married,$120K +,Gold,44,34516.0,36.89133425034388,MonthsOnBookCategory,high
714361083,Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,36,5989.0,35.8817747823645,MonthsOnBookCategory,high
714608583,Attrited Customer,45,M,5,High School,Divorced,$120K +,Blue,36,5287.0,36.89133425034388,MonthsOnBookCategory,high
710775483,Existing Customer,53,M,1,High School,Not specified,$40K - $60K,Blue,43,9060.0,35.8731843575419,MonthsOnBookCategory,high
709410033,Existing Customer,56,M,2,High School,Not specified,$80K - $120K,Blue,36,4731.0,36.074267100977195,MonthsOnBookCategory,high
717173358,Existing Customer,60,F,0,Graduate,Single,$40K - $60K,Blue,47,9502.0,35.8731843575419,MonthsOnBookCategory,high
719773158,Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,36,29738.0,36.074267100977195,MonthsOnBookCategory,high
771292233,Existing Customer,48,F,1,Not specified,Single,Less than $40K,Blue,36,3918.0,35.8817747823645,MonthsOnBookCategory,high
756371058,Existing Customer,58,F,1,Not specified,Married,Less than $40K,Blue,40,3944.0,35.8817747823645,MonthsOnBookCategory,high
709476033,Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,48,6577.0,36.89133425034388,MonthsOnBookCategory,high
770560683,Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,37,34516.0,36.89133425034388,MonthsOnBookCategory,high
788766933,Existing Customer,46,M,2,Post-Graduate,Married,$80K - $120K,Blue,26,34516.0,36.074267100977195,MonthsOnBookCategory,high
713550483,Existing Customer,45,M,4,Graduate,Not specified,$60K - $80K,Blue,33,8670.0,35.59700427960057,MonthsOnBookCategory,high
709928358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,20,32554.0,36.074267100977195,MonthsOnBookCategory,medium
713895633,Existing Customer,56,F,1,High School,Not specified,$40K - $60K,Blue,36,8331.0,35.8731843575419,MonthsOnBookCategory,high
720471108,Existing Customer,34,F,4,High School,Single,Unknown,Silver,26,32056.0,35.75359712230216,MonthsOnBookCategory,high
718192608,Existing Customer,48,M,3,Uneducated,Married,$60K - $80K,Blue,36,15524.0,35.59700427960057,MonthsOnBookCategory,high
805485933,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,40,4010.0,35.8817747823645,MonthsOnBookCategory,high
712517808,Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,3275.0,35.59700427960057,MonthsOnBookCategory,high
780604083,Existing Customer,49,M,1,Not specified,Single,$60K - $80K,Blue,37,18349.0,35.59700427960057,MonthsOnBookCategory,high
715311183,Existing Customer,35,M,2,Post-Graduate,Single,$60K - $80K,Blue,24,3388.0,35.59700427960057,MonthsOnBookCategory,medium
712265508,Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,14,4015.0,35.8731843575419,MonthsOnBookCategory,medium
715051608,Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,36,9719.0,35.59700427960057,MonthsOnBookCategory,high
757786608,Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,4178.0,36.074267100977195,MonthsOnBookCategory,medium
714303483,Existing Customer,40,M,2,College,Married,$40K - $60K,Gold,31,3735.0,35.8731843575419,MonthsOnBookCategory,high
718728108,Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Silver,30,29856.0,35.59700427960057,MonthsOnBookCategory,high
710019933,Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,22,11522.0,35.8731843575419,MonthsOnBookCategory,medium
812453283,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,37,3161.0,35.8731843575419,MonthsOnBookCategory,high
717439983,Attrited Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,28,14774.0,36.074267100977195,MonthsOnBookCategory,high
714391683,Attrited Customer,39,M,4,Not specified,Married,$60K - $80K,Gold,36,34516.0,35.59700427960057,MonthsOnBookCategory,high
827901183,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,47,5118.0,35.8817747823645,MonthsOnBookCategory,high
708841233,Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,33,14682.0,36.074267100977195,MonthsOnBookCategory,high
710663508,Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,33,3108.0,35.8731843575419,MonthsOnBookCategory,high
716439258,Existing Customer,32,M,3,Graduate,Married,$60K - $80K,Blue,36,3223.0,35.59700427960057,MonthsOnBookCategory,high
719610708,Existing Customer,43,M,1,Graduate,Married,$120K +,Blue,34,28612.0,36.89133425034388,MonthsOnBookCategory,high
715026258,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Silver,37,6224.0,35.59700427960057,MonthsOnBookCategory,high
711706458,Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,27,24134.0,36.074267100977195,MonthsOnBookCategory,high
712180308,Existing Customer,36,M,4,High School,Single,$120K +,Blue,36,27929.0,36.89133425034388,MonthsOnBookCategory,high
802622733,Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,34,3657.0,35.8731843575419,MonthsOnBookCategory,high
778832883,Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,28,8257.0,35.8817747823645,MonthsOnBookCategory,high
788671608,Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,30,23051.0,35.8731843575419,MonthsOnBookCategory,high
718023708,Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,42,14839.0,35.8731843575419,MonthsOnBookCategory,high
718692258,Existing Customer,43,M,3,Not specified,Married,$60K - $80K,Blue,34,3755.0,35.59700427960057,MonthsOnBookCategory,high
718357458,Existing Customer,48,M,5,Not specified,Single,$60K - $80K,Blue,36,3862.0,35.59700427960057,MonthsOnBookCategory,high
714003483,Existing Customer,37,M,1,Doctorate,Not specified,$60K - $80K,Blue,36,7539.0,35.59700427960057,MonthsOnBookCategory,high
713632983,Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,35,10588.0,36.074267100977195,MonthsOnBookCategory,high
711008508,Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,50,11808.0,35.8731843575419,MonthsOnBookCategory,high
815230458,Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,15504.0,35.8731843575419,MonthsOnBookCategory,high
719612583,Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,42,12091.0,35.75359712230216,MonthsOnBookCategory,high
709514433,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,33,13818.0,36.074267100977195,MonthsOnBookCategory,high
815826708,Existing Customer,53,F,2,Not specified,Married,$40K - $60K,Blue,48,4442.0,35.8731843575419,MonthsOnBookCategory,high
815520333,Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,50,5282.0,35.59700427960057,MonthsOnBookCategory,high
718661958,Existing Customer,41,M,3,College,Married,$80K - $120K,Blue,28,34516.0,36.074267100977195,MonthsOnBookCategory,high
788980983,Existing Customer,55,M,1,High School,Single,$80K - $120K,Blue,42,34516.0,36.074267100977195,MonthsOnBookCategory,high
721171008,Existing Customer,31,F,1,Not specified,Married,Less than $40K,Silver,36,10353.0,35.8817747823645,MonthsOnBookCategory,high
714682233,Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,43,9959.0,36.074267100977195,MonthsOnBookCategory,high
720736608,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,36,6280.0,35.59700427960057,MonthsOnBookCategory,high
718333983,Attrited Customer,57,M,4,Not specified,Divorced,$120K +,Blue,36,13694.0,36.89133425034388,MonthsOnBookCategory,high
772207683,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,23,8940.0,35.8817747823645,MonthsOnBookCategory,medium
714794133,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,45,6546.0,35.59700427960057,MonthsOnBookCategory,high
756639708,Existing Customer,46,F,2,Not specified,Married,Unknown,Silver,39,32587.0,35.75359712230216,MonthsOnBookCategory,high
713686008,Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,25,11474.0,35.59700427960057,MonthsOnBookCategory,high
713475633,Existing Customer,40,M,5,Not specified,Single,$120K +,Silver,31,34516.0,36.89133425034388,MonthsOnBookCategory,high
717518733,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,9463.0,35.8817747823645,MonthsOnBookCategory,high
712532058,Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,12552.0,35.8731843575419,MonthsOnBookCategory,high
789666333,Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,24,21679.0,35.59700427960057,MonthsOnBookCategory,medium
711422358,Existing Customer,42,M,5,Post-Graduate,Not specified,$40K - $60K,Blue,36,10531.0,35.8731843575419,MonthsOnBookCategory,high
708510858,Existing Customer,60,F,1,Uneducated,Single,Less than $40K,Blue,47,4905.0,35.8817747823645,MonthsOnBookCategory,high
767023308,Existing Customer,35,M,3,College,Not specified,$80K - $120K,Silver,29,34516.0,36.074267100977195,MonthsOnBookCategory,high
789289383,Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,31,34516.0,36.074267100977195,MonthsOnBookCategory,high
708805908,Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,18,10017.0,35.8817747823645,MonthsOnBookCategory,medium
710155158,Attrited Customer,37,M,2,Uneducated,Not specified,$80K - $120K,Blue,18,31832.0,36.074267100977195,MonthsOnBookCategory,medium
713330133,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,19,5843.0,35.8817747823645,MonthsOnBookCategory,medium
714403983,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,34427.0,36.074267100977195,MonthsOnBookCategory,high
720353808,Attrited Customer,34,M,3,High School,Not specified,$80K - $120K,Silver,21,34516.0,36.074267100977195,MonthsOnBookCategory,medium
710362233,Existing Customer,48,M,3,Not specified,Not specified,$80K - $120K,Platinum,40,34516.0,36.074267100977195,MonthsOnBookCategory,high
771484908,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Silver,19,34516.0,36.074267100977195,MonthsOnBookCategory,medium
717047583,Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,35,4779.0,35.8817747823645,MonthsOnBookCategory,high
715694433,Existing Customer,51,M,1,Not specified,Single,$60K - $80K,Blue,22,4248.0,35.59700427960057,MonthsOnBookCategory,medium
793456983,Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,7872.0,35.8731843575419,MonthsOnBookCategory,high
715742658,Existing Customer,41,F,3,Graduate,Not specified,Less than $40K,Blue,13,6077.0,35.8817747823645,MonthsOnBookCategory,medium
715518783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,36,3882.0,35.8817747823645,MonthsOnBookCategory,high
779514558,Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,24,7207.0,35.8817747823645,MonthsOnBookCategory,medium
720017958,Existing Customer,48,F,4,Not specified,Single,$40K - $60K,Blue,36,6121.0,35.8731843575419,MonthsOnBookCategory,high
712895733,Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,34516.0,36.074267100977195,MonthsOnBookCategory,high
719039283,Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,3535.0,35.8731843575419,MonthsOnBookCategory,high
719629308,Attrited Customer,55,F,2,Not specified,Single,Unknown,Silver,37,34516.0,35.75359712230216,MonthsOnBookCategory,high
754443033,Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,43,34516.0,36.074267100977195,MonthsOnBookCategory,high
716159958,Existing Customer,49,M,2,Not specified,Married,$60K - $80K,Blue,36,6224.0,35.59700427960057,MonthsOnBookCategory,high
712195383,Existing Customer,37,F,0,Doctorate,Single,Less than $40K,Blue,36,9178.0,35.8817747823645,MonthsOnBookCategory,high
822885033,Existing Customer,31,M,1,High School,Married,$60K - $80K,Blue,24,4328.0,35.59700427960057,MonthsOnBookCategory,medium
716543433,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,36,9959.0,36.074267100977195,MonthsOnBookCategory,high
717403158,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,47,9634.0,35.8817747823645,MonthsOnBookCategory,high
826065258,Existing Customer,35,F,2,Not specified,Divorced,Unknown,Blue,31,19033.0,35.75359712230216,MonthsOnBookCategory,high
709397508,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,39,8624.0,35.59700427960057,MonthsOnBookCategory,high
720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,3575.0,35.8731843575419,MonthsOnBookCategory,high
709823733,Attrited Customer,44,F,2,Graduate,Not specified,$40K - $60K,Blue,34,5508.0,35.8731843575419,MonthsOnBookCategory,high
713542908,Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,19,5871.0,35.8817747823645,MonthsOnBookCategory,medium
720512433,Attrited Customer,56,M,1,Uneducated,Single,$60K - $80K,Blue,36,15219.0,35.59700427960057,MonthsOnBookCategory,high
713671158,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,32,34516.0,36.89133425034388,MonthsOnBookCategory,high
802449933,Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,23,8147.0,35.8731843575419,MonthsOnBookCategory,medium
716723658,Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,3525.0,35.8817747823645,MonthsOnBookCategory,high
710451708,Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,24,9711.0,35.8731843575419,MonthsOnBookCategory,medium
809540733,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,47,11358.0,36.074267100977195,MonthsOnBookCategory,high
716372358,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,47,6765.0,35.8817747823645,MonthsOnBookCategory,high
710162133,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,36,4725.0,36.074267100977195,MonthsOnBookCategory,high
710878308,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37,3699.0,35.8817747823645,MonthsOnBookCategory,high
710262408,Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Silver,36,34516.0,36.074267100977195,MonthsOnBookCategory,high
713975433,Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,25,8851.0,35.8817747823645,MonthsOnBookCategory,high
771244383,Existing Customer,52,F,1,College,Not specified,Less than $40K,Blue,39,8506.0,35.8817747823645,MonthsOnBookCategory,high
710405808,Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Blue,36,3442.0,35.8817747823645,MonthsOnBookCategory,high
715542783,Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,24,3731.0,35.8817747823645,MonthsOnBookCategory,medium
815840283,Existing Customer,51,F,2,Not specified,Married,Less than $40K,Blue,46,7744.0,35.8817747823645,MonthsOnBookCategory,high
788908308,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,5972.0,35.8731843575419,MonthsOnBookCategory,high
789394833,Existing Customer,47,M,2,Not specified,Divorced,$80K - $120K,Blue,37,21714.0,36.074267100977195,MonthsOnBookCategory,high
712609533,Existing Customer,32,M,1,Uneducated,Single,$80K - $120K,Blue,15,3371.0,36.074267100977195,MonthsOnBookCategory,medium
710237283,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,9546.0,35.8817747823645,MonthsOnBookCategory,high
770766633,Existing Customer,28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,3848.0,35.8817747823645,MonthsOnBookCategory,medium
823837158,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,40,9199.0,35.8731843575419,MonthsOnBookCategory,high
712123008,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,31,13381.0,35.59700427960057,MonthsOnBookCategory,high
711727083,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36,2833.0,35.8731843575419,MonthsOnBookCategory,high
720033033,Existing Customer,53,F,2,Post-Graduate,Single,Unknown,Blue,41,15101.0,35.75359712230216,MonthsOnBookCategory,high
787723758,Existing Customer,58,F,3,Not specified,Married,Less than $40K,Blue,48,3603.0,35.8817747823645,MonthsOnBookCategory,high
770926158,Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,38,4132.0,35.8817747823645,MonthsOnBookCategory,high
711360783,Existing Customer,39,F,0,College,Single,Less than $40K,Blue,36,4366.0,35.8817747823645,MonthsOnBookCategory,high
708285108,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,36,6128.0,35.8731843575419,MonthsOnBookCategory,high
713390433,Attrited Customer,44,M,3,Graduate,Not specified,$60K - $80K,Gold,29,34516.0,35.59700427960057,MonthsOnBookCategory,high
718096608,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,30,6882.0,35.8817747823645,MonthsOnBookCategory,high
719094333,Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,13490.0,36.074267100977195,MonthsOnBookCategory,high
813764283,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,34,17978.0,36.074267100977195,MonthsOnBookCategory,high
713398158,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,3821.0,35.8731843575419,MonthsOnBookCategory,high
711227883,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,21,3624.0,35.8817747823645,MonthsOnBookCategory,medium
810040908,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,37,3787.0,35.8817747823645,MonthsOnBookCategory,high
772640808,Existing Customer,38,F,1,College,Single,Less than $40K,Blue,28,4623.0,35.8817747823645,MonthsOnBookCategory,high
784907658,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,4343.0,36.074267100977195,MonthsOnBookCategory,high
794692158,Existing Customer,43,F,3,High School,Not specified,$40K - $60K,Silver,25,17328.0,35.8731843575419,MonthsOnBookCategory,high
718383183,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,39,3803.0,35.8817747823645,MonthsOnBookCategory,high
721156758,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,44,23889.0,35.59700427960057,MonthsOnBookCategory,high
811793433,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,34516.0,35.75359712230216,MonthsOnBookCategory,high
712010358,Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,36,3999.0,36.074267100977195,MonthsOnBookCategory,high
719420058,Existing Customer,44,M,4,Not specified,Single,$80K - $120K,Blue,26,11782.0,36.074267100977195,MonthsOnBookCategory,high
809459733,Existing Customer,43,F,4,Not specified,Single,Less than $40K,Blue,38,3220.0,35.8817747823645,MonthsOnBookCategory,high
798783858,Existing Customer,48,F,3,Not specified,Not specified,$40K - $60K,Blue,42,9742.0,35.8731843575419,MonthsOnBookCategory,high
711432258,Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,46,4178.0,35.59700427960057,MonthsOnBookCategory,high
721294533,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,34,34516.0,36.074267100977195,MonthsOnBookCategory,high
718425333,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,32,26819.0,36.074267100977195,MonthsOnBookCategory,high
714294183,Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,9580.0,36.074267100977195,MonthsOnBookCategory,high
714637908,Existing Customer,47,F,4,Not specified,Single,Less than $40K,Blue,36,7940.0,35.8817747823645,MonthsOnBookCategory,high
712341933,Existing Customer,39,M,1,Graduate,Single,$60K - $80K,Gold,36,34516.0,35.59700427960057,MonthsOnBookCategory,high
708332808,Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,3471.0,35.8731843575419,MonthsOnBookCategory,high
708354858,Attrited Customer,51,M,2,Not specified,Single,$120K +,Blue,42,14938.0,36.89133425034388,MonthsOnBookCategory,high
766649283,Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,42,14072.0,35.75359712230216,MonthsOnBookCategory,high
817951083,Existing Customer,58,F,1,Not specified,Married,$40K - $60K,Silver,53,15928.0,35.8731843575419,MonthsOnBookCategory,high
708301683,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,20798.0,36.074267100977195,MonthsOnBookCategory,high
713655108,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,45,9752.0,35.8817747823645,MonthsOnBookCategory,high
