CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Credit_limit,Credit_Utilization_rate
715516458,Attrited Customer,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705.0,2430,2741.0,89.83364140480592
714998508,Existing Customer,53,M,3,Uneducated,Married,$120K +,Blue,36,2,2,0,3742.0,1454,3778.0,38.85622661678247
713328108,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,36,2,2,2,1671.0,1047,1707.0,62.65709156193896
716229108,Existing Customer,55,F,3,College,Divorced,Less than $40K,Blue,46,2,3,3,3282.0,2262,3328.0,68.92138939670932
820925433,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,3,2,1529.0,710,1574.0,46.43557880967953
816129258,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3,3,2509.0,1897,2538.0,75.60781187724193
808903308,Attrited Customer,54,F,1,Unknown,Married,$40K - $60K,Blue,49,4,3,6,2471.0,0,2520.0,0.0
713809833,Existing Customer,42,F,3,Graduate,Unknown,Unknown,Blue,32,2,3,2,9749.0,859,9781.0,8.811160118986562
713542008,Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,1,2,3,1438.3,0,1475.3,0.0
717385083,Existing Customer,46,M,3,High School,Married,$120K +,Blue,35,2,2,3,4916.0,1122,4951.0,22.823433685923515
708652908,Existing Customer,47,F,5,Uneducated,Married,Less than $40K,Blue,36,1,6,1,2291.0,1419,2327.0,61.93801833260585
715644633,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2,1,1528.0,820,1562.0,53.66492146596858
708761733,Existing Customer,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279.0,1582,8315.0,19.10858799371905
714600258,Existing Customer,45,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,1,2,2,5945.0,2015,5981.0,33.89402859545837
823566408,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,1438.3,0,1478.3,0.0
713373708,Attrited Customer,54,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,3,1857.0,0,1893.0,0.0
708307533,Existing Customer,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086.0,0,3116.0,0.0
820085808,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1,2,2598.0,1343,2647.0,51.69361046959199
716685033,Existing Customer,38,F,1,High School,Married,$40K - $60K,Blue,19,1,1,2,5559.0,1600,5578.0,28.782155063860404
713063958,Existing Customer,51,M,1,Graduate,Single,$80K - $120K,Blue,39,1,1,3,7562.0,1080,7601.0,14.281935995768317
708371733,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,15,1,1,2,4662.0,0,4677.0,0.0
780277458,Existing Customer,52,F,2,Graduate,Single,Less than $40K,Blue,38,2,2,3,2904.0,2517,2942.0,86.67355371900827
797232183,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,36,2,1,1,2676.0,1962,2712.0,73.31838565022422
720789933,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,32,2,1,1,5798.0,680,5830.0,11.728182131769575
808281483,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,41,2,3,3,2665.0,2157,2706.0,80.93808630393995
712968708,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,47,2,3,1,2343.0,1780,2390.0,75.97097737942808
711263058,Existing Customer,29,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,2,2763.0,1879,2799.0,68.00579080709373
788813658,Existing Customer,62,F,0,Graduate,Single,Unknown,Blue,45,2,2,3,10503.0,0,10548.0,0.0
721444758,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,1,3,3,2780.0,2216,2816.0,79.71223021582733
711448983,Attrited Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,2,2234.0,2024,2268.0,90.59982094897046
712664658,Attrited Customer,35,F,1,Graduate,Single,Less than $40K,Blue,30,2,2,2,1649.0,0,1679.0,0.0
714237033,Attrited Customer,42,F,4,Uneducated,Married,Unknown,Blue,36,6,2,3,5557.0,2246,5593.0,40.41749145222242
718370733,Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,35,2,3,3,6074.0,0,6109.0,0.0
713726958,Attrited Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,21,5,2,2,1728.0,0,1749.0,0.0
794160408,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,1,1,1,3044.0,1973,3084.0,64.81603153745073
716009883,Existing Customer,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,3,1,8482.0,585,8510.0,6.8969582645602445
711873033,Attrited Customer,35,F,3,Unknown,Single,Unknown,Blue,29,4,2,3,1438.3,0,1467.3,0.0
712715208,Attrited Customer,52,M,1,High School,Single,$80K - $120K,Blue,44,1,3,2,3770.0,0,3814.0,0.0
778899708,Attrited Customer,56,F,2,Unknown,Single,$40K - $60K,Blue,37,2,2,3,2963.0,0,3000.0,0.0
771865908,Attrited Customer,48,F,2,Graduate,Single,Unknown,Blue,37,4,2,3,11750.0,487,11787.0,4.144680851063829
716273133,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,3,1593.0,0,1629.0,0.0
709927458,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486.0,1544,10506.0,14.724394430669463
715162608,Attrited Customer,48,F,2,Graduate,Single,Less than $40K,Blue,41,4,2,3,2168.0,1323,2209.0,61.023985239852394
719862258,Existing Customer,38,F,2,Uneducated,Single,Unknown,Blue,28,2,3,3,5666.0,1393,5694.0,24.585245322979173
788719533,Existing Customer,53,M,4,Post-Graduate,Married,$80K - $120K,Blue,34,1,2,3,13679.0,0,13713.0,0.0
715566408,Existing Customer,45,F,3,Doctorate,Married,Less than $40K,Blue,36,1,2,2,2143.0,1479,2179.0,69.01539897340177
717359208,Existing Customer,57,F,0,College,Married,Less than $40K,Blue,47,2,3,1,4945.0,1779,4992.0,35.97573306370071
721410858,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,36,1,3,0,1921.0,1334,1957.0,69.44299843831338
779420583,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,33,2,1,3,3001.0,2055,3034.0,68.47717427524158
714222183,Existing Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,1,1,2132.0,1084,2168.0,50.84427767354597
709079883,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue,36,5,3,3,1663.0,1012,1699.0,60.8538785327721
721406658,Attrited Customer,32,F,0,Unknown,Divorced,Less than $40K,Blue,36,6,3,3,1732.0,0,1768.0,0.0
713782608,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,1,3,1,2652.0,2386,2688.0,89.96983408748115
720236433,Existing Customer,41,M,4,College,Married,$80K - $120K,Blue,22,1,2,3,5037.0,1670,5059.0,33.15465554893786
785106933,Existing Customer,51,F,1,Unknown,Single,Unknown,Blue,45,2,2,3,6519.0,2178,6564.0,33.41003221352968
716673258,Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,3,2347.0,1488,2383.0,63.4000852151683
708341958,Existing Customer,31,F,1,College,Divorced,Less than $40K,Blue,21,2,2,3,2061.0,1904,2082.0,92.38233867054828
797150733,Attrited Customer,44,M,3,Unknown,Single,$40K - $60K,Blue,38,5,2,2,1643.0,0,1681.0,0.0
718279983,Existing Customer,49,F,1,College,Married,Unknown,Blue,36,1,3,2,5039.0,2489,5075.0,49.39472117483628
718548558,Existing Customer,53,F,3,Unknown,Single,Less than $40K,Blue,42,1,1,3,2915.0,2041,2957.0,70.0171526586621
780360558,Existing Customer,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507.0,0,1527.0,0.0
715012833,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,36,1,3,3,3073.0,2517,3109.0,81.90693133745526
772388508,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,32,2,3,3,8314.0,1349,8346.0,16.225643492903536
788199858,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,34,1,3,1,2798.0,1049,2832.0,37.491065046461756
769578108,Existing Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,26,2,2,3,20929.0,1652,20955.0,7.89335371971905
719843958,Existing Customer,46,M,2,Graduate,Married,$120K +,Blue,34,2,3,3,1754.0,894,1788.0,50.969213226909915
767197983,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,45,1,1,1,4209.0,0,4254.0,0.0
711874833,Existing Customer,45,M,3,College,Divorced,$40K - $60K,Blue,37,1,3,2,2449.0,0,2486.0,0.0
714930333,Attrited Customer,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618.0,0,4648.0,0.0
720989133,Existing Customer,41,F,2,College,Married,Less than $40K,Blue,36,2,1,2,1654.0,1093,1690.0,66.08222490931077
720893958,Existing Customer,49,F,4,Uneducated,Single,Less than $40K,Blue,36,1,3,3,1544.0,999,1580.0,64.7020725388601
769709058,Existing Customer,60,M,1,Uneducated,Single,$60K - $80K,Blue,54,1,2,1,3618.0,972,3672.0,26.865671641791046
711005583,Existing Customer,37,M,3,High School,Single,$80K - $120K,Blue,24,1,2,3,3437.0,1064,3461.0,30.95723014256619
826548708,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3,2,5965.0,622,6011.0,10.427493713327745
711093408,Existing Customer,46,F,2,Doctorate,Married,Less than $40K,Blue,33,2,3,1,2644.0,1517,2677.0,57.375189107413014
712831908,Existing Customer,59,F,1,College,Married,$40K - $60K,Blue,49,2,2,1,3481.0,603,3530.0,17.322608445848893
780222408,Existing Customer,49,F,5,Graduate,Unknown,Less than $40K,Blue,36,1,3,2,3272.0,2085,3308.0,63.72249388753056
714181008,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,2,3019.0,1462,3055.0,48.4266313348791
772346358,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,41,2,1,2,1801.0,0,1842.0,0.0
717489033,Attrited Customer,27,F,0,High School,Single,Less than $40K,Blue,18,6,1,4,1438.3,0,1456.3,0.0
710969433,Existing Customer,41,F,1,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2909.0,1201,2940.0,41.28566517703678
715807383,Existing Customer,45,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,1,3,3,4688.0,0,4724.0,0.0
711807333,Existing Customer,37,F,2,College,Single,Less than $40K,Blue,26,1,1,2,1438.3,0,1464.3,0.0
816086508,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,42,1,3,3,1438.3,0,1480.3,0.0
714424533,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,1655.0,0,1691.0,0.0
779536233,Existing Customer,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,1,1,1438.3,601,1468.3,41.78544114579712
710794983,Existing Customer,41,F,3,High School,Single,Unknown,Blue,32,2,1,1,4745.0,1157,4777.0,24.383561643835616
779890833,Existing Customer,51,F,2,High School,Divorced,Less than $40K,Blue,36,2,1,1,1438.3,0,1474.3,0.0
779837808,Existing Customer,53,F,2,High School,Married,$40K - $60K,Blue,37,1,4,3,5182.0,2500,5219.0,48.24392126592049
713748708,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,37,1,2,4,1438.3,0,1475.3,0.0
709123908,Existing Customer,43,F,2,Graduate,Married,$40K - $60K,Blue,36,2,3,2,4287.0,0,4323.0,0.0
816476658,Attrited Customer,54,F,2,Unknown,Married,Unknown,Blue,49,2,4,3,1812.0,1798,1861.0,99.22737306843267
743800833,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,46,2,1,1,2304.0,1144,2350.0,49.65277777777778
806415183,Existing Customer,51,F,0,Doctorate,Married,Unknown,Blue,46,1,3,3,13623.0,1432,13669.0,10.511634735373999
794054058,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,44,1,1,1,2765.0,0,2809.0,0.0
771907158,Existing Customer,54,M,5,Unknown,Married,$120K +,Blue,42,1,1,3,3731.0,1903,3773.0,51.00509246850711
815789883,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485.0,861,2526.0,34.647887323943664
712177908,Existing Customer,50,F,4,College,Single,Less than $40K,Blue,36,1,3,1,2446.0,1763,2482.0,72.07686017988553
711234783,Attrited Customer,44,F,4,Unknown,Married,Less than $40K,Blue,28,5,2,3,2020.0,0,2048.0,0.0
793379058,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,42,2,2,1,2214.0,1025,2256.0,46.2962962962963
720480183,Existing Customer,45,F,3,Unknown,Divorced,Less than $40K,Blue,34,1,2,1,1811.0,787,1845.0,43.45665378244064
712974558,Existing Customer,56,F,2,College,Single,Less than $40K,Blue,43,1,3,1,5254.0,0,5297.0,0.0
717409533,Attrited Customer,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2,3,1821.0,1486,1847.0,81.60351455244371
712200033,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,1,3,3,3024.0,0,3060.0,0.0
713563383,Existing Customer,50,F,3,Unknown,Single,Less than $40K,Blue,36,1,3,3,1930.0,952,1966.0,49.326424870466326
802795608,Existing Customer,54,F,2,High School,Single,Less than $40K,Blue,48,1,3,2,1517.0,556,1565.0,36.65128543177323
787452333,Attrited Customer,39,F,1,High School,Married,Less than $40K,Blue,25,2,2,1,2024.0,0,2049.0,0.0
709520058,Attrited Customer,53,M,5,Uneducated,Married,$120K +,Blue,38,4,2,2,19138.0,0,19176.0,0.0
819690933,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835.0,897,16886.0,5.328185328185328
820694133,Attrited Customer,60,F,0,High School,Married,Unknown,Blue,55,4,1,3,5549.0,0,5604.0,0.0
711800658,Attrited Customer,42,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2145.0,0,2181.0,0.0
717722958,Existing Customer,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,3,2,4654.0,1349,4690.0,28.98581865062312
712279683,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,3,9114.0,0,9150.0,0.0
716606733,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,18,2,2,3,3043.0,2054,3061.0,67.49917844232665
716060358,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,4621.0,913,4666.0,19.757628219000217
709158333,Existing Customer,44,M,4,Graduate,Single,$60K - $80K,Blue,28,2,2,1,2758.0,461,2786.0,16.715010877447426
721113333,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,3,1740.0,0,1776.0,0.0
712620858,Existing Customer,34,F,4,Doctorate,Married,Unknown,Blue,36,1,2,2,7744.0,1804,7780.0,23.295454545454543
712855683,Existing Customer,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2,2,3350.0,1335,3386.0,39.850746268656714
715463133,Existing Customer,40,M,5,High School,Single,$120K +,Blue,31,1,1,3,34516.0,1427,34547.0,4.134314520801947
716551533,Existing Customer,47,F,1,High School,Single,Unknown,Blue,36,2,1,3,2874.0,2201,2910.0,76.58315935977731
771220758,Existing Customer,40,F,3,Doctorate,Single,Unknown,Blue,27,1,1,2,2896.0,2100,2923.0,72.51381215469614
709920258,Existing Customer,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28,1,1,3,9294.0,1764,9322.0,18.979987088444158
708959583,Existing Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,1,2,2,9389.0,727,9428.0,7.7431036319096815
712510833,Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,30,2,3,3,9317.0,847,9347.0,9.090909090909092
710840433,Existing Customer,34,M,1,College,Unknown,$40K - $60K,Blue,20,2,1,3,7452.0,1656,7472.0,22.22222222222222
712853358,Attrited Customer,39,F,3,High School,Unknown,Less than $40K,Blue,36,2,3,2,1817.0,0,1853.0,0.0
788502858,Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,51,2,2,1,10021.0,1952,10072.0,19.479093902804113
721139808,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,1,2,1,2344.0,1081,2380.0,46.117747440273035
711375558,Existing Customer,48,F,2,Uneducated,Single,$40K - $60K,Blue,34,2,3,1,3072.0,1734,3106.0,56.4453125
713798958,Existing Customer,38,F,3,Unknown,Single,Less than $40K,Blue,36,2,3,1,1946.0,1430,1982.0,73.4840698869476
709362033,Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,1,5,3,1471.0,0,1513.0,0.0
719860308,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,3,1438.3,0,1474.3,0.0
714443058,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,28,5,2,4,1484.0,0,1512.0,0.0
716315508,Attrited Customer,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,2,5,3233.0,2517,3269.0,77.85338694710795
717651333,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,43,1,3,1,1745.0,1168,1788.0,66.93409742120345
798489258,Existing Customer,59,F,1,Uneducated,Divorced,Unknown,Blue,53,1,3,1,3709.0,1197,3762.0,32.27284982475061
710742408,Existing Customer,53,F,2,College,Married,Less than $40K,Blue,43,2,1,3,2160.0,2057,2203.0,95.23148148148148
812089383,Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,36,1,2,3,1438.3,892,1474.3,62.017659737189746
711968358,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,44,1,2,1,2638.0,1423,2682.0,53.942380591357086
794227308,Existing Customer,56,M,2,College,Married,$80K - $120K,Blue,50,1,1,3,10214.0,1433,10264.0,14.029763070295672
719845908,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,36,2,1,3,3240.0,0,3276.0,0.0
716851908,Existing Customer,58,F,5,Unknown,Married,$40K - $60K,Blue,47,1,3,3,2038.0,1099,2085.0,53.925417075564276
720599658,Existing Customer,49,M,1,Unknown,Married,$40K - $60K,Blue,36,2,2,1,1438.3,0,1474.3,0.0
720401658,Attrited Customer,53,F,3,Graduate,Single,Less than $40K,Blue,34,5,3,5,1438.3,1030,1472.3,71.6123201001182
827442858,Existing Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2,3,1,8111.0,2051,8163.0,25.286647762298113
779034708,Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,41,1,3,1,10730.0,970,10771.0,9.040074557315938
718806783,Attrited Customer,46,F,3,Uneducated,Married,Unknown,Blue,36,2,3,1,2872.0,357,2908.0,12.430362116991644
714484008,Attrited Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,31,4,3,2,1567.0,0,1598.0,0.0
719176308,Attrited Customer,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278.0,0,7310.0,0.0
769662033,Existing Customer,45,F,2,College,Unknown,Less than $40K,Blue,29,2,2,3,1438.3,0,1467.3,0.0
721020858,Existing Customer,34,F,1,College,Single,Unknown,Blue,20,2,2,2,3190.0,1959,3210.0,61.41065830721003
714630858,Attrited Customer,36,F,1,Uneducated,Unknown,Less than $40K,Blue,36,2,3,2,1470.0,458,1506.0,31.15646258503401
710838108,Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,1,4,1,3081.0,2517,3117.0,81.69425511197663
712662783,Attrited Customer,43,F,2,College,Married,Unknown,Blue,36,1,2,6,3793.0,2517,3829.0,66.35908252043238
713160258,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,1,2,3,3034.0,2033,3078.0,67.00725115359262
778163508,Existing Customer,37,F,2,High School,Married,Unknown,Blue,27,2,1,2,5245.0,1044,5272.0,19.90467111534795
713785608,Existing Customer,49,F,1,Doctorate,Single,Less than $40K,Blue,40,1,2,3,2960.0,0,3000.0,0.0
779905008,Attrited Customer,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38,2,2,1,1779.0,0,1817.0,0.0
789491058,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,34,2,3,1,1620.0,0,1654.0,0.0
793736958,Existing Customer,49,M,3,High School,Single,$120K +,Blue,43,1,2,1,21680.0,1587,21723.0,7.32011070110701
720961383,Attrited Customer,47,F,3,Uneducated,Single,Unknown,Blue,36,2,3,4,2952.0,0,2988.0,0.0
714202008,Attrited Customer,53,F,2,High School,Married,Less than $40K,Blue,36,6,3,2,3918.0,2517,3954.0,64.24196018376723
721479108,Existing Customer,52,M,1,Uneducated,Single,$120K +,Blue,41,1,1,3,12764.0,0,12805.0,0.0
715549158,Existing Customer,29,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,0,1438.3,0,1474.3,0.0
710308983,Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,39,1,1,3,3287.0,2517,3326.0,76.57438393672041
710981583,Existing Customer,44,F,5,Unknown,Single,$40K - $60K,Blue,36,2,1,2,3891.0,1015,3927.0,26.085839115908506
712704933,Attrited Customer,49,F,4,High School,Unknown,$40K - $60K,Blue,43,4,3,3,4048.0,0,4091.0,0.0
716165508,Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,3559.0,0,3599.0,0.0
710630583,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,39,2,1,1,2843.0,1752,2882.0,61.62504396763981
709571958,Existing Customer,58,F,2,Graduate,Single,Less than $40K,Blue,47,1,1,2,2127.0,0,2174.0,0.0
790115358,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,32,2,1,2,4325.0,2418,4357.0,55.907514450867055
715904433,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,34,1,3,2,1695.0,0,1729.0,0.0
709078908,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,32,1,2,3,2648.0,1539,2680.0,58.11933534743202
717541308,Existing Customer,61,F,2,Graduate,Single,Less than $40K,Blue,45,2,2,3,2602.0,1441,2647.0,55.380476556495005
779916408,Existing Customer,39,F,4,Graduate,Single,Unknown,Blue,23,1,3,2,1811.0,0,1834.0,0.0
714979383,Existing Customer,56,M,3,Graduate,Single,$60K - $80K,Blue,46,1,2,2,1891.0,1134,1937.0,59.96827075621365
711691608,Attrited Customer,46,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,2881.0,2450,2917.0,85.03991669559181
788930358,Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,28,2,2,2,2827.0,1896,2855.0,67.06756278740714
716351208,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,1,3,2,4095.0,2517,4133.0,61.46520146520147
708266883,Attrited Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,1666.0,0,1702.0,0.0
718858683,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,2,1438.3,0,1474.3,0.0
771617883,Existing Customer,54,F,2,High School,Single,$40K - $60K,Blue,42,1,2,2,2205.0,1313,2247.0,59.54648526077098
718001508,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,1,1,2,2890.0,2150,2919.0,74.39446366782006
708995283,Existing Customer,50,F,1,Graduate,Unknown,Unknown,Blue,36,1,1,3,10417.0,2290,10453.0,21.983296534510895
721173183,Existing Customer,57,F,2,Uneducated,Married,Unknown,Blue,43,2,1,2,2363.0,1876,2406.0,79.39060516292848
711102858,Attrited Customer,48,F,2,Doctorate,Single,Unknown,Blue,36,4,2,3,3137.0,860,3173.0,27.414727446605035
711722808,Attrited Customer,51,F,4,Graduate,Single,Less than $40K,Blue,44,5,3,3,1483.0,0,1527.0,0.0
787466808,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,22,2,2,3,3009.0,2517,3031.0,83.64905284147557
716116383,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,1,5087.0,2517,5123.0,49.47906428150187
713257083,Existing Customer,46,F,4,Unknown,Married,$40K - $60K,Blue,36,1,3,1,1925.0,1202,1961.0,62.44155844155844
772661808,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46,2,1,2,7234.0,2055,7280.0,28.407520044235557
713382558,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,42,1,1,2,2063.0,953,2105.0,46.19486185167232
717596883,Existing Customer,58,F,0,Graduate,Single,$40K - $60K,Blue,39,4,3,2,5530.0,1233,5569.0,22.29656419529837
712993008,Existing Customer,58,F,1,Unknown,Single,Less than $40K,Blue,48,4,3,1,3819.0,1882,3867.0,49.27991620843153
824763783,Existing Customer,59,F,0,College,Single,Less than $40K,Blue,55,2,2,3,2645.0,1127,2700.0,42.608695652173914
771730758,Existing Customer,51,F,1,High School,Single,Unknown,Blue,39,4,3,2,5448.0,0,5487.0,0.0
780265458,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,42,4,2,2,3495.0,1427,3537.0,40.829756795422036
714256758,Existing Customer,50,M,2,Unknown,Single,$60K - $80K,Blue,36,3,1,1,8074.0,0,8110.0,0.0
710292333,Attrited Customer,44,F,3,High School,Married,Unknown,Blue,36,3,3,4,7772.0,0,7808.0,0.0
712171158,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,30,6,1,1,3124.0,0,3154.0,0.0
787339158,Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,50,3,6,3,8688.0,0,8738.0,0.0
788782008,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Gold,30,4,3,2,15987.0,0,16017.0,0.0
714848958,Attrited Customer,47,F,2,Graduate,Single,Less than $40K,Gold,37,6,2,1,15109.0,897,15146.0,5.936858825865379
714987633,Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,36,2,2,3,4953.0,2039,4989.0,41.1669695134262
717684858,Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,38,6,3,3,22304.0,1333,22342.0,5.976506456241033
767376483,Existing Customer,27,F,1,College,Married,Less than $40K,Blue,20,5,3,3,1893.0,0,1913.0,0.0
709901058,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,30,2,2,1,2232.0,1163,2262.0,52.10573476702509
823149483,Existing Customer,52,F,1,Post-Graduate,Single,$40K - $60K,Blue,48,1,5,3,1766.0,0,1814.0,0.0
780073158,Existing Customer,59,M,0,High School,Single,Less than $40K,Blue,44,2,1,1,3790.0,1149,3834.0,30.316622691292878
779998083,Existing Customer,33,M,3,High School,Married,$40K - $60K,Blue,23,1,2,3,6392.0,1429,6415.0,22.35607008760951
713144208,Attrited Customer,51,F,0,High School,Married,Unknown,Blue,42,1,4,4,9989.0,568,10031.0,5.686254880368406
771594783,Attrited Customer,56,F,1,College,Married,Unknown,Blue,44,2,4,4,1438.3,0,1482.3,0.0
816613158,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,43,2,3,1,2559.0,1514,2602.0,59.16373583431028
770774133,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,39,1,2,3,34516.0,1198,34555.0,3.470854096650829
712300683,Existing Customer,41,F,1,Graduate,Single,Less than $40K,Blue,32,2,2,1,1438.3,0,1470.3,0.0
714536208,Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,1,2,3,2473.0,1675,2509.0,67.73150020218358
784880958,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,2,3,1,4022.0,1680,4050.0,41.7702635504724
713784558,Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1,2,3,3510.0,941,3546.0,26.809116809116805
