Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
Existing Customer,47,2,42,2,34516.0,2019,0.706,7774,0.058,45-50,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Existing Customer,44,0,36,1,29572.0,1584,0.738,7566,0.054,40-45,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Existing Customer,52,2,40,1,2743.0,1705,0.605,6993,0.622,50-55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,39,3,31,2,2844.0,2065,0.638,7345,0.726,35-40,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,53,2,49,2,9678.0,1710,0.745,7682,0.177,50-55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,49,0,36,2,26882.0,1673,0.691,7409,0.062,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,52,2,40,2,5207.0,1121,0.578,7153,0.215,50-55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,4,36,2,15034.0,1356,0.754,7737,0.09,45-50,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Existing Customer,44,2,36,1,3107.0,1995,0.668,7535,0.642,40-45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,52,2,39,1,12214.0,2379,0.769,8426,0.195,50-55,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,52,4,45,2,23070.0,1701,0.846,8070,0.074,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,2,40,2,2167.0,988,0.619,7199,0.456,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,55,3,49,1,34516.0,810,0.787,7917,0.023,50-55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Existing Customer,45,5,38,2,6895.0,2314,0.84,8778,0.336,40-45,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Attrited Customer,44,2,38,2,25894.0,2517,1.046,4847,0.097,40-45,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,46,3,36,2,3138.0,986,1.002,4724,0.314,45-50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,49,1,38,2,12055.0,1858,0.645,7222,0.154,45-50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,53,2,38,3,16592.0,1435,0.76,7642,0.086,50-55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,60,1,48,2,34516.0,1542,0.603,7443,0.045,55-60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Existing Customer,47,3,38,1,33184.0,855,0.728,7190,0.026,45-50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Existing Customer,54,2,41,1,10753.0,1845,0.689,7302,0.172,50-55,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,39,2,29,1,9959.0,1501,0.822,8505,0.151,35-40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,46,3,35,5,2069.0,1101,0.741,7307,0.532,45-50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,43,3,34,2,11362.0,1871,0.859,7849,0.165,40-45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Existing Customer,53,4,36,3,34516.0,1337,0.704,7919,0.039,50-55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Existing Customer,44,3,32,1,20001.0,0,0.742,8094,0.0,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,48,2,42,3,8786.0,1559,0.909,8575,0.177,45-50,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,41,3,28,3,7142.0,1917,0.727,7892,0.268,40-45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Attrited Customer,45,4,36,3,4477.0,2517,1.022,4996,0.562,40-45,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,41,3,30,2,5357.0,1272,0.708,7730,0.237,40-45,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Existing Customer,51,1,38,3,34516.0,0,0.678,7686,0.0,50-55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Attrited Customer,44,4,36,3,2367.0,1606,0.956,4506,0.678,40-45,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,39,2,29,2,23402.0,958,0.646,7570,0.041,35-40,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,40,3,36,1,4587.0,1771,0.647,7479,0.386,35-40,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,41,3,36,3,6565.0,1130,0.823,7729,0.172,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Attrited Customer,46,4,27,2,6030.0,0,1.031,4983,0.0,45-50,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Attrited Customer,50,4,41,3,6982.0,0,1.018,4830,0.0,45-50,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,50,3,36,3,5128.0,0,0.704,7588,0.0,45-50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,48,3,28,2,9405.0,0,1.033,4801,0.0,45-50,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Existing Customer,49,2,39,1,34516.0,1118,0.671,7734,0.032,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Existing Customer,49,2,40,4,14646.0,1448,0.895,8160,0.099,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,41,5,37,3,12578.0,2517,0.875,8362,0.2,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,36,4,16,2,4370.0,1222,0.648,7223,0.28,35-40,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Existing Customer,52,1,42,3,3416.0,1970,0.804,8254,0.577,50-55,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,42,4,33,2,6224.0,0,0.63,7612,0.0,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Existing Customer,49,2,38,3,10741.0,2517,1.087,8352,0.234,45-50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Attrited Customer,41,2,36,3,34516.0,687,1.015,4822,0.02,40-45,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Existing Customer,50,1,45,2,34516.0,1514,0.736,7333,0.044,45-50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Attrited Customer,53,4,43,3,6058.0,0,0.997,4754,0.0,50-55,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,49,4,39,3,8561.0,915,0.637,7341,0.107,45-50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,46,3,34,3,9959.0,0,1.049,4859,0.0,45-50,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,51,5,36,1,7645.0,2076,0.759,7710,0.272,50-55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,51,3,42,4,1922.0,1124,0.766,8049,0.585,50-55,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,51,2,33,1,5625.0,1640,0.893,7890,0.292,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,54,2,36,3,2274.0,708,0.677,7735,0.311,50-55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,46,5,31,2,34516.0,1802,0.871,7936,0.052,45-50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attrited Customer,43,3,36,2,9422.0,2108,0.891,4633,0.224,40-45,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,48,3,37,1,7469.0,2474,0.674,8213,0.331,45-50,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,43,3,36,2,3849.0,1281,0.777,7930,0.333,40-45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Attrited Customer,41,3,32,2,34516.0,0,0.965,4734,0.0,40-45,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,49,3,45,1,4778.0,1351,0.785,7590,0.283,45-50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,51,3,39,1,34516.0,1873,0.629,7703,0.054,50-55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Existing Customer,47,5,42,2,5168.0,2265,0.715,8211,0.438,45-50,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Attrited Customer,53,2,46,1,3199.0,0,1.047,4805,0.0,50-55,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,55,2,42,3,21046.0,1631,0.731,7653,0.077,50-55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,51,1,39,3,34516.0,2452,0.707,7111,0.071,50-55,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,40,1,36,2,6540.0,0,0.723,7919,0.0,35-40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,60,2,54,6,8141.0,1811,1.043,5043,0.222,55-60,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,40,5,24,1,33441.0,686,0.761,8452,0.021,35-40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Existing Customer,46,5,36,3,5496.0,1816,0.678,7985,0.33,45-50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Existing Customer,42,3,33,3,3794.0,1544,0.72,7872,0.407,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,46,2,36,1,5785.0,2130,0.813,7950,0.368,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,51,0,39,3,19387.0,810,0.746,7604,0.042,50-55,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,43,4,28,2,2838.0,1934,0.873,8644,0.681,40-45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,41,3,31,2,4086.0,1974,0.775,7932,0.483,40-45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,47,3,38,3,31987.0,0,0.814,7926,0.0,45-50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Attrited Customer,43,4,25,2,9043.0,1974,1.027,4638,0.218,40-45,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,47,3,40,2,11128.0,2517,0.8,8526,0.226,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Existing Customer,51,2,41,3,3062.0,2058,0.622,7289,0.672,50-55,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,44,4,31,2,23981.0,2135,0.749,7885,0.089,40-45,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
Existing Customer,44,1,29,1,34516.0,942,0.75,7665,0.027,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Existing Customer,39,0,26,1,22054.0,1146,0.842,8055,0.052,35-40,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Existing Customer,53,2,35,2,2199.0,693,0.654,7342,0.315,50-55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,45,3,33,3,9303.0,1580,0.877,7825,0.17,40-45,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,47,3,38,4,34516.0,1342,0.69,7283,0.039,45-50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Existing Customer,40,2,32,3,7566.0,1618,0.72,7570,0.214,35-40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Existing Customer,50,3,34,3,11343.0,0,0.709,8027,0.0,45-50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,47,2,35,1,15155.0,1287,0.868,7724,0.085,45-50,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,55,2,46,1,10795.0,0,0.855,7855,0.0,50-55,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,44,2,36,1,6633.0,1322,0.698,8396,0.199,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,54,1,48,1,8572.0,2128,0.821,7850,0.248,50-55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,40,4,36,1,34516.0,2330,0.693,7635,0.068,35-40,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,50,2,42,3,34516.0,2517,0.759,8186,0.073,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Attrited Customer,49,3,42,4,14895.0,0,1.043,5147,0.0,45-50,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,49,4,36,1,2636.0,1257,0.661,7136,0.477,45-50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,39,1,31,3,9511.0,2220,0.712,7041,0.233,35-40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Attrited Customer,43,2,30,2,10896.0,2517,1.028,4935,0.231,40-45,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,43,0,35,1,8401.0,1085,0.696,7697,0.129,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,45,3,36,3,12406.0,1980,0.791,8113,0.16,40-45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Attrited Customer,47,4,36,3,6769.0,274,0.998,4885,0.04,45-50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Existing Customer,45,4,36,1,2737.0,0,0.71,7587,0.0,40-45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,34,2,16,2,32292.0,1731,0.751,7564,0.054,30-35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Existing Customer,52,2,43,2,34516.0,1588,0.745,7512,0.046,50-55,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Existing Customer,33,1,24,3,15987.0,1992,0.739,8302,0.125,30-35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Attrited Customer,43,2,33,3,34516.0,1085,1.047,4805,0.031,40-45,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
Existing Customer,42,5,27,3,2437.0,1718,0.608,8028,0.705,40-45,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,49,3,36,3,4557.0,985,0.592,7333,0.216,45-50,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,55,3,36,3,10949.0,829,0.749,7685,0.076,50-55,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,39,1,30,2,10398.0,1630,0.755,7702,0.157,35-40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Existing Customer,40,3,28,1,22361.0,1873,0.701,7586,0.084,35-40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Existing Customer,46,2,34,3,3841.0,1411,0.785,8444,0.367,45-50,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,46,3,32,1,34516.0,1954,0.755,7594,0.057,45-50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Attrited Customer,58,1,45,3,34516.0,0,0.964,4864,0.0,55-60,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Existing Customer,44,3,26,3,10877.0,1802,0.706,7974,0.166,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
Existing Customer,42,3,26,1,5848.0,1481,0.711,8417,0.253,40-45,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,50,2,32,2,11552.0,1970,0.705,7180,0.171,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,46,2,39,2,11901.0,2517,0.781,7998,0.211,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,37,3,19,2,2273.0,0,0.828,7899,0.0,35-40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,57,3,36,2,3082.0,2507,0.687,7787,0.813,55-60,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,52,2,41,2,9298.0,1898,0.655,8427,0.204,50-55,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,62,0,53,2,4136.0,0,0.64,7739,0.0,60+,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Existing Customer,45,5,25,5,12399.0,1461,0.645,7855,0.118,40-45,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Existing Customer,57,1,45,6,15030.0,1395,0.625,7603,0.093,55-60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,44,3,40,1,6441.0,2151,0.64,7123,0.334,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,42,4,36,4,7469.0,837,0.828,8281,0.112,40-45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Existing Customer,40,2,36,2,3569.0,1054,0.775,7963,0.295,35-40,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,47,3,43,3,2781.0,1950,0.98,9331,0.701,45-50,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Existing Customer,51,1,31,5,34516.0,1991,0.718,7520,0.058,50-55,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Existing Customer,45,3,33,2,4174.0,2507,0.832,7905,0.601,40-45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,50,2,43,2,23223.0,628,0.837,7358,0.027,45-50,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Existing Customer,46,3,27,2,6954.0,1502,0.624,7510,0.216,45-50,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,47,1,36,3,7136.0,2345,0.699,7729,0.329,45-50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,43,4,38,1,1820.0,0,0.708,7714,0.0,40-45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,52,1,36,2,2937.0,1633,0.857,8235,0.556,50-55,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,46,3,36,3,6636.0,2399,0.681,7023,0.362,45-50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,41,2,31,3,31497.0,2192,0.868,7685,0.07,40-45,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Attrited Customer,52,1,34,3,34516.0,0,1.038,4863,0.0,50-55,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,52,1,35,3,1959.0,1022,0.78,7847,0.522,50-55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Attrited Customer,51,3,37,2,34516.0,989,1.021,4810,0.029,50-55,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Existing Customer,49,5,42,1,7801.0,2018,0.684,7561,0.259,45-50,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,55,3,44,2,6455.0,1837,0.717,8001,0.285,50-55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,46,1,37,2,11343.0,1175,0.699,8313,0.104,45-50,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Attrited Customer,43,3,31,3,23981.0,593,0.987,4758,0.025,40-45,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Attrited Customer,46,4,33,3,2879.0,0,1.031,4684,0.0,45-50,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,49,4,40,3,7667.0,2191,0.682,7886,0.286,45-50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Existing Customer,41,2,24,2,34516.0,1022,0.743,8202,0.03,40-45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,37,2,36,2,6713.0,1590,0.847,7946,0.237,35-40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,51,2,40,3,10984.0,1429,0.751,7850,0.13,50-55,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,50,1,39,3,34516.0,2517,0.778,8087,0.073,45-50,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,57,2,36,1,23058.0,1534,0.701,7009,0.067,55-60,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Existing Customer,40,4,36,2,17606.0,1377,0.861,8104,0.078,35-40,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Existing Customer,52,0,47,1,34516.0,1464,0.689,7690,0.042,50-55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Existing Customer,45,3,36,2,18000.0,1829,0.675,7149,0.102,40-45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Existing Customer,48,2,41,2,5550.0,2517,0.767,6984,0.454,45-50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,39,3,33,1,1621.0,0,0.779,7400,0.0,35-40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Existing Customer,49,4,36,1,3244.0,0,0.765,7495,0.0,45-50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,45,2,27,2,5800.0,1434,0.715,8202,0.247,40-45,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Existing Customer,43,1,38,2,2550.0,1421,0.819,8063,0.557,40-45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,45,3,31,1,34516.0,1509,0.728,7167,0.044,40-45,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Attrited Customer,38,1,30,3,10874.0,2415,0.933,4619,0.222,35-40,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Attrited Customer,54,2,47,2,13769.0,0,1.058,4738,0.0,50-55,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Attrited Customer,39,2,23,2,17894.0,304,0.965,4691,0.017,35-40,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Existing Customer,49,5,38,2,15016.0,2016,0.709,7685,0.134,45-50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Existing Customer,45,4,38,1,9036.0,0,0.753,8356,0.0,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,54,1,36,2,12813.0,1998,0.837,7803,0.156,50-55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,40,3,29,1,4660.0,1844,1.018,8571,0.396,35-40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,49,5,35,2,34516.0,1064,0.796,8095,0.031,45-50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Attrited Customer,48,1,38,2,13174.0,0,0.955,4890,0.0,45-50,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Existing Customer,43,1,36,1,11210.0,1079,0.651,7206,0.096,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Existing Customer,42,3,36,2,31639.0,2446,0.632,7119,0.077,40-45,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,49,4,36,1,34516.0,1634,0.768,7788,0.047,45-50,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Existing Customer,43,4,36,1,34516.0,1742,0.661,7360,0.05,40-45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Existing Customer,44,5,34,1,2490.0,1235,0.823,8065,0.496,40-45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Existing Customer,45,3,34,2,26438.0,1655,0.92,8029,0.063,40-45,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Existing Customer,38,1,29,3,7504.0,1134,0.67,7525,0.151,35-40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
